negar;4;3;11;0
medida;6;1;3;8
marcelo;3;11;3;0
mandato;11;1;2;0
grave;4;4;6;5
fogo;3;2;0;11
fazenda;4;10;0;1
estratégia;4;3;4;8
encontro;10;2;4;0
eleitoral;4;3;3;0
dório;16;0;1;0
criar;9;4;1;4
coreano;0;0;0;19
conversa;2;3;8;2
congresso;8;2;0;2
combate;4;1;1;11
citado;5;10;2;1
cidade;7;3;5;4
alto;1;6;3;6
alerta;2;1;1;13
abril;3;2;2;11
tirar;14;1;1;0
território;0;1;0;16
sugerir;4;3;5;5
rocha;3;7;8;0
roberto;6;4;5;0
provável;5;0;3;10
plano;7;1;2;5
pena;7;3;7;0
parecer;12;0;0;5
manhã;3;0;1;13
longo;4;1;3;8
honesto;11;1;5;0
história;6;2;4;5
gente;11;3;2;0
folha;3;1;12;0
envolver;2;7;2;4
econômico;8;3;3;2
correr;8;0;3;3
cometer;6;8;2;0
comentar;8;0;2;4
cara;14;1;0;1
autorizar;1;7;4;6
apontar;4;7;3;1
apoiar;11;1;1;4
alertar;1;2;3;12
ajudar;5;2;4;6
ajuda;1;3;2;9
agência;1;1;1;15
votação;10;0;1;0
sentença;3;0;9;0
responsável;2;5;4;5
representar;8;1;2;4
questionar;7;0;4;5
programa;4;2;0;8
poderoso;3;4;0;10
participar;7;1;5;3
pagamento;1;13;2;0
mensagem;3;2;4;7
mala;0;7;7;0
julgar;0;0;10;0
henrique;10;1;1;0
general;6;1;0;7
fossar;5;4;4;2
especialista;2;0;1;14
eleição;9;5;0;0
diário;10;3;1;0
avião;2;1;2;11
assistir;16;0;0;0
amigo;11;2;3;0
viver;6;0;0;4
vender;6;8;0;0
tv;5;0;0;3
tratar;6;2;4;3
tornar;7;1;2;3
proposta;7;4;0;0
pegar;8;6;2;0
número;4;5;2;4
news;1;1;1;12
necessário;4;2;1;8
mudar;6;1;3;2
minuto;11;1;0;3
maneira;11;2;0;3
listar;3;10;0;0
kcna;0;0;0;16
instituto;3;2;8;0
ilícito;2;11;1;0
funaro;0;16;0;0
final;8;2;2;2
encerrar;8;0;1;7
diálogo;2;3;6;4
disparar;3;3;0;7
denunciar;1;11;2;1
considerar;5;2;5;3
conhecer;7;2;3;2
comandar;3;8;0;4
atenção;8;2;1;3
água;1;2;0;11
vivo;2;6;3;1
significar;6;1;1;4
seguinte;12;1;1;1
reunião;7;1;1;4
reino;0;0;0;15
putin;0;0;0;15
professor;9;1;0;2
presente;7;2;1;4
pec;7;0;0;0
ordenar;1;0;1;13
mantega;2;7;2;0
lugar;6;1;0;2
km;1;0;0;12
início;2;1;2;8
investigado;0;8;6;0
invadir;7;0;0;5
gravação;3;8;2;0
futuro;12;1;0;0
financeiro;1;10;1;1
embaixador;2;0;0;11
direto;9;1;1;4
contrato;0;10;3;0
comando;3;0;1;10
classe;4;0;2;3
chamado;4;3;0;6
causa;3;0;8;3
capaz;4;0;0;11
cabeça;1;2;8;2
alvo;2;2;3;8
agricultura;1;9;0;0
admitir;3;3;1;6
acompanhar;1;3;3;3
tropa;1;0;0;13
triplex;2;3;9;0
suposto;3;3;1;5
superior;5;2;4;0
serra;4;3;7;0
recurso;0;7;6;0
parar;3;3;1;5
organização;1;7;4;1
oas;1;8;4;0
negociar;3;10;0;1
médico;12;0;0;1
mouro;1;0;11;0
morrer;5;3;4;1
mercado;3;8;0;0
medo;4;0;6;3
mar;0;1;0;13
julgamento;0;1;2;0
jinping;0;0;0;13
instância;0;0;9;0
indicar;2;6;0;1
gostar;8;1;0;0
global;3;3;0;7
fronteira;1;0;0;11
foto;3;0;0;6
flagrar;2;6;3;3
fiscal;1;12;0;0
evitar;4;3;5;2
equipa;5;2;3;4
economia;9;0;1;3
detalhe;3;9;2;0
cúpula;4;5;3;2
civil;1;4;4;5
caminho;6;4;0;4
avisar;2;1;6;4
aprovar;2;2;0;1
antagonista;8;1;4;0
américa;1;1;0;12
áudio;4;5;2;0
voto;5;3;1;0
sociedade;7;0;2;0
seul;0;0;0;12
santana;0;2;10;0
réu;1;0;9;0
rápido;9;1;0;2
roubar;9;2;1;0
risco;4;1;2;5
resumir;3;1;6;1
resposta;4;0;0;9
respeito;7;0;2;1
reforma;7;1;1;0
recado;7;1;0;2
proteger;3;1;1;8
preparar;0;2;0;9
policial;9;1;0;0
plenário;4;0;0;0
nação;3;1;0;8
moral;2;2;8;0
lutar;5;0;3;5
jogar;10;1;1;0
intenção;6;3;2;1
instituição;6;0;3;0
imposto;6;4;1;0
importante;7;1;0;4
geral;7;2;2;0
fotógrafo;1;1;5;0
forma;7;0;4;2
falso;1;1;7;3
especial;6;2;0;4
dólar;0;7;1;3
doação;4;6;0;0
distância;0;0;0;13
deus;9;0;1;1
democracia;4;0;5;0
dado;5;2;5;0
conter;5;4;0;3
conjunto;0;2;0;11
comunista;1;3;0;8
certo;3;2;3;5
candidato;5;7;0;0
caixa;0;8;4;0
boca;8;2;3;0
bastar;6;1;2;3
aumentar;2;1;0;10
ato;3;1;5;1
apartamento;3;5;3;0
venezuela;11;0;0;0
the;1;1;0;7
thaad;0;0;0;9
teori;1;0;9;0
temer;5;1;1;5
super;1;1;2;7
silva;6;2;1;0
serviço;6;2;1;2
rua;6;0;3;0
provocar;3;0;2;7
preventivo;0;0;3;7
presidência;7;4;1;0
presidencial;4;3;1;2
pobre;10;0;1;1
perigoso;2;3;1;3
patrimônio;7;0;4;0
passivo;1;2;8;0
passado;4;7;1;0
paraná;5;1;1;0
nunes;5;0;0;0
motivo;1;3;6;2
min;5;1;0;0
matar;0;0;1;11
marinho;1;0;0;10
lavagem;0;2;10;0
junto;7;3;1;0
jovem;7;0;2;1
ideia;10;0;0;2
golpe;8;1;0;1
frota;0;0;0;10
fechado;1;2;5;1
explodir;0;0;0;11
explicar;2;2;5;2
escrever;2;3;5;0
dirceu;4;2;4;0
desviar;2;7;1;1
crítica;7;0;2;1
corte;2;0;3;0
constituição;3;0;0;3
cofre;3;5;3;0
cláudio;2;6;2;0
causar;2;3;2;5
carvalho;5;3;2;0
cabral;3;8;0;0
bombardeiro;0;0;0;10
bombardear;0;0;0;11
açougueiro;3;6;3;0
atitude;6;0;5;1
armado;2;0;1;7
analisar;5;1;5;1
aguardar;5;0;2;5
agente;1;5;2;2
vítima;5;0;6;0
tensão;0;0;0;11
sítio;3;3;4;0
substituir;4;1;1;2
stj;1;2;5;0
soldado;0;0;0;11
setor;7;1;1;0
senhor;6;0;4;0
rio;8;2;1;0
renunciar;8;0;1;0
relatório;1;1;1;5
prestar;4;1;5;0
preocupado;6;0;0;4
prejudicar;6;0;1;3
praticar;2;6;3;0
pp;1;9;0;0
poupar;6;2;0;1
possibilidade;5;1;2;2
portal;7;1;0;3
popular;7;0;0;3
planejar;1;0;1;9
pesquisa;7;0;0;1
palácio;9;1;0;0
pacífico;0;0;0;11
opinião;6;0;1;2
mônica;0;0;9;0
médio;5;0;0;3
movimento;3;1;0;6
manifestar;8;0;0;2
magistrado;0;1;6;0
luta;7;0;1;2
limite;4;1;2;4
judiciário;1;5;3;0
janeiro;5;4;2;0
internautas;10;0;0;1
internacional;3;1;0;7
influência;2;4;1;3
fundo;4;4;0;2
frente;4;1;1;4
forte;2;2;2;4
figura;3;6;2;0
exemplo;5;1;2;1
esposo;7;0;1;1
emprego;10;0;1;0
emitir;1;0;2;6
dívida;1;9;0;0
doleiro;0;10;0;0
diretor;0;8;0;1
desembarcar;8;0;0;1
descartar;4;1;0;4
delatar;0;5;6;0
criança;2;1;0;0
centena;5;3;0;3
caro;11;0;0;0
calheiros;8;0;0;0
branco;5;1;0;4
bandido;5;2;1;0
alemanha;7;0;0;3
zona;2;2;1;2
washington;0;0;0;10
via;2;3;1;3
verdadeiro;2;1;2;2
trocar;2;5;1;0
torno;1;2;1;4
testar;0;0;1;7
submarino;0;1;0;8
simples;3;2;1;1
setembro;2;3;1;2
santo;3;2;4;0
rádio;2;4;1;2
reportagem;1;6;0;1
recente;3;2;0;5
psdb;3;2;3;0
procurar;4;1;4;0
previdência;7;0;0;0
porto;6;0;0;4
pinheiro;0;1;6;0
patrício;5;2;3;0
particular;0;0;6;3
papel;2;0;5;3
olhar;9;0;0;0
ocupar;6;1;0;0
neto;0;1;4;0
mínimo;4;4;0;2
manifestação;4;0;0;0
manifestante;9;0;0;0
madrugada;2;0;5;0
linha;2;1;0;4
lembrar;4;2;0;0
inteligência;1;0;1;5
inimigo;0;0;0;10
ilegal;0;7;1;2
idade;6;1;0;2
icbm;0;0;0;10
gerar;10;0;0;0
francisco;6;1;0;0
força_tarefa;2;5;1;0
famoso;4;3;2;1
evento;3;1;2;3
escolher;3;1;2;0
escapar;3;2;3;2
derrubar;7;3;0;0
data;2;1;5;1
contrário;6;0;0;2
controlar;0;4;0;5
construir;0;3;2;4
conselho;5;1;1;3
conduzir;2;1;3;3
concluir;3;2;1;3
comentário;4;0;0;5
colega;2;0;4;0
ciro;2;1;4;0
assad;1;0;0;8
agressão;5;0;1;4
absolver;0;0;7;0
órgão;5;4;0;0
âmbito;2;3;4;0
york;1;2;2;3
vírus;0;2;0;7
voo;4;0;0;5
volta;5;0;2;2
vaccari;1;0;7;0
uso;2;0;1;5
ultrapassar;1;5;0;3
twitter;4;1;0;3
total;1;5;1;2
tomahawk;0;0;0;9
time;2;1;0;5
terra;5;0;1;3
tanque;0;0;0;7
sério;2;0;5;1
sérgio;3;5;0;0
secretário;1;1;0;7
saud;0;8;0;0
salvar;4;0;0;1
reunir;3;0;1;2
retornar;1;1;2;5
repórter;4;1;1;1
repassar;1;6;2;0
registrar;1;4;2;0
randolfe;5;1;0;0
provocação;0;0;0;7
provar;1;3;2;0
pretender;2;2;4;1
preste;4;0;1;3
prender;2;0;4;0
prazo;1;2;5;1
postar;7;2;0;0
planalto;5;3;1;0
pessoal;3;5;1;0
perguntar;5;1;2;0
perceber;6;0;0;3
penal;6;2;1;0
palestra;3;2;2;0
obstrução;2;1;6;0
obra;1;5;2;0
noblat;0;2;5;0
mudança;2;2;0;5
morte;0;1;4;3
milhar;4;1;0;3
mentira;6;1;1;0
marco;2;1;3;0
lúcio;0;9;0;0
léo;0;2;6;0
lixo;7;0;1;0
liberdade;4;1;3;0
legislativo;8;1;0;0
legal;5;2;2;0
kg;3;0;0;0
japonês;0;0;0;9
irã;0;0;0;7
interesse;1;1;0;6
inteiro;7;0;0;2
instalação;1;0;0;6
humberto;3;2;2;0
hospital;6;0;0;0
guido;2;4;1;0
guardar;2;3;2;2
governador;1;8;0;0
golpista;9;0;0;0
gado;0;4;0;2
frigorífico;1;8;0;0
fornecer;0;3;2;3
foguete;0;0;0;8
extremo;1;0;0;6
estudar;6;0;2;0
estragado;1;6;0;0
espécie;2;3;3;0
esconder;3;2;1;1
envolvido;0;6;0;0
empréstimo;1;7;0;0
emissor;3;0;2;4
emenda;5;2;0;0
desfile;0;0;0;8
daniel;0;7;1;0
dallagnol;2;0;1;0
cumprir;0;0;4;4
confiar;4;0;0;3
confiança;5;2;1;1
confessar;2;6;1;0
condenação;4;0;5;0
comissão;1;2;0;0
calar;1;7;1;0
beneficiar;2;6;0;0
bancada;2;0;1;0
atuar;2;6;1;0
assumir;5;1;0;2
associação;0;2;2;3
assinar;1;4;3;1
assessoria;3;3;0;1
apresentador;4;0;0;3
aposentado;4;2;1;0
andrea;0;2;7;0
alma;5;1;2;0
alimento;2;2;1;2
alexandre;5;0;1;0
alcance;0;1;0;6
afastado;1;6;2;0
acrescentar;0;1;0;8
absoluto;3;2;1;1
óbvio;5;0;1;2
área;0;3;0;4
zé;6;0;0;0
zavascki;0;0;8;0
virar;6;0;0;0
uscifrão;0;4;1;2
união;2;4;1;1
troca;4;2;1;0
trecho;5;1;1;0
texto;5;1;1;0
terça_feira;2;0;0;6
tentativa;0;1;2;5
século;2;0;0;4
suspensão;0;1;6;1
surgir;2;1;0;4
suficiente;3;0;1;4
sucesso;2;0;0;4
sinal;0;0;0;7
sigilo;0;0;6;2
sangue;6;0;0;1
rico;6;1;0;0
resultado;6;0;0;2
relato;7;1;0;0
região;1;0;2;5
reagir;5;0;0;3
publicação;2;2;3;1
prédio;3;3;0;0
prático;0;3;5;0
protocolar;0;1;7;0
presa;0;2;5;0
posição;3;1;0;4
ponto;4;1;0;1
período;0;6;2;0
pergunta;4;0;2;1
opção;0;0;1;5
onu;0;0;0;6
ogiva;0;0;0;8
norte_coreana;0;0;0;8
norte_americana;0;0;0;8
nobre;5;2;1;0
negócio;2;5;0;0
mãe;4;1;1;2
máximo;2;1;1;3
morto;0;1;1;4
michel;5;1;0;0
merecer;6;1;0;1
macedo;2;1;0;0
louco;4;0;0;4
lobo;5;0;0;0
livro;3;0;0;0
ligar;2;1;3;0
liderar;1;0;0;5
jurídico;0;3;4;0
juntar;0;1;1;6
imprudente;1;0;0;7
impedir;2;1;0;3
imaginar;2;0;2;1
ignorar;0;0;0;3
identificar;0;3;3;0
hostilizar;5;0;1;0
grampo;0;1;6;0
gonçalves;0;5;1;0
gestão;4;4;0;0
geddel;4;3;1;0
g20;6;0;0;2
frase;7;0;0;1
filmar;1;4;2;0
fhc;2;4;0;0
fechar;4;3;0;1
faltar;2;0;5;0
expor;1;1;4;2
exigir;4;2;0;2
estimar;0;2;0;4
estadão;3;0;3;0
específico;4;1;0;3
escândalo;4;3;0;0
errar;5;2;0;0
enfrentar;5;0;0;3
eleger;2;3;3;0
dúvida;1;2;2;2
dito;2;4;0;1
dignidade;1;0;2;5
diferente;7;0;0;0
dezena;1;1;1;5
detonar;2;0;0;6
determinar;0;1;7;0
daily;1;0;0;7
conversar;2;1;2;2
constar;1;3;3;0
compor;1;0;4;1
completar;5;0;1;1
comida;6;1;0;1
cogitar;3;1;3;1
chorar;2;2;1;0
central;4;1;0;3
carta;0;1;0;6
canal;2;0;0;4
bashar;0;0;0;8
baixo;1;0;2;4
avaliar;2;1;1;4
atender;3;0;1;1
armar;4;1;0;2
aeroporto;5;0;0;0
administração;1;2;3;2
índio;4;0;0;2
violar;0;0;2;3
viajar;3;1;1;2
vergonha;5;1;0;0
vazar;0;3;3;0
vara;0;3;4;0
vantagem;2;5;0;0
uruguai;3;0;1;0
unidade;1;0;1;4
turquia;2;0;0;5
tucano;2;2;3;0
transformar;0;1;2;3
transferir;0;1;5;0
termo;1;0;5;1
tamanho;5;0;1;1
suíço;1;1;3;0
suspender;0;0;4;3
sozinho;0;1;0;6
servidor;6;1;0;0
sede;3;0;4;0
ruim;5;1;0;1
restringir;1;1;1;1
repetir;3;0;1;1
reforçar;1;0;0;6
redução;4;1;1;0
recorrer;1;0;5;0
reação;2;0;1;3
qualidade;0;1;3;1
punir;5;0;0;0
pronunciamento;2;0;1;0
proibir;2;0;1;4
preocupação;4;1;0;2
posto;0;3;2;2
pm;5;1;1;0
permitir;1;1;1;3
pequeno;1;4;0;2
peemedebista;5;1;1;0
paz;0;0;0;7
paranaense;3;1;1;0
ouvir;2;1;2;0
oposição;7;0;0;0
oliveira;1;1;1;0
oferecer;0;4;2;1
negativo;1;0;3;2
mulher;5;0;1;1
mover;0;1;1;5
modelo;1;1;1;2
mg;3;3;1;0
membro;3;1;1;1
material;0;4;1;1
marcar;2;0;3;1
maio;2;2;3;0
lindbergh;2;1;0;0
ligação;2;2;2;0
ladrão;6;0;0;0
jon;0;0;0;7
jbs_friboi;0;6;0;0
jair;5;1;0;0
ivanka;2;0;0;4
istoé;2;5;0;0
islâmico;3;0;0;4
isis;0;0;0;7
irritar;5;1;0;0
internet;5;2;0;0
inquérito;0;0;6;0
iniciar;1;1;2;3
indústria;2;4;0;0
impressionante;5;0;0;2
impossível;2;0;2;2
homicídio;0;5;0;1
guarujá;0;1;6;0
garantir;1;2;1;2
função;3;1;2;0
frio;2;2;0;2
fase;0;1;5;0
executar;0;2;1;3
exato;4;2;1;0
europa;0;0;0;6
estocar;0;0;5;2
errado;4;0;1;2
elogiar;3;0;1;3
elite;2;0;0;4
eliminar;0;1;0;6
educação;6;0;0;0
domingo;3;0;0;2
direção;0;0;1;6
difícil;4;1;0;1
detalhar;0;7;0;0
desenvolvimento;2;1;0;4
desemprego;6;0;1;0
desabafar;5;1;1;0
dente;6;0;0;0
dano;1;1;4;1
curioso;0;5;1;0
cuidado;3;0;3;1
criticar;1;2;1;3
criminal;3;1;2;0
contato;0;1;5;1
conspiração;2;0;2;3
conceder;5;1;1;0
comprovar;1;5;0;1
cifrão;2;4;0;0
chico;2;1;0;0
celular;3;2;1;0
caça;0;0;0;7
carlos;0;4;1;0
bndes;1;6;0;0
beneficiário;0;7;0;0
aviso;0;0;0;7
audiência;1;0;3;0
ator;6;1;0;0
ativo;0;2;3;2
aspa;4;1;2;0
armada;1;0;0;6
aprender;6;0;1;0
al_assad;0;0;0;7
advertir;1;0;0;6
adquirir;0;2;4;1
aceitar;0;4;1;2
abrigo;1;0;0;5
ética;5;0;0;0
visitar;2;2;1;1
vidente;3;1;0;1
vento;1;0;5;0
vencer;3;1;0;1
velho;2;2;2;0
vagabundo;5;0;0;0
utilizar;0;0;4;1
urgente;3;1;0;0
tráfico;1;1;2;0
traçar;3;0;3;0
transportar;0;0;0;6
tom;2;2;0;0
terrível;1;1;0;3
terrorista;2;0;0;4
televisão;3;1;0;2
teixeira;0;0;6;0
sustentar;5;1;0;0
stuckert;0;1;5;0
sonho;2;1;1;0
sobrevoar;0;0;0;4
sites;3;1;0;0
sistêmico;3;0;1;2
sentir;3;2;0;1
sentido;3;0;1;1
secreto;0;0;0;4
rumo;3;0;0;3
ronan;0;4;1;0
retomar;3;0;0;1
retirar;4;0;0;2
respeitar;2;0;1;0
residência;1;1;3;0
repasse;0;6;0;0
remédio;4;0;0;2
rei;3;1;0;0
regra;0;4;0;0
razão;2;0;1;2
ramo;0;4;0;0
queijo;2;0;1;0
quebrar;4;0;0;1
quarta_feira;1;0;4;1
quadro;2;3;0;0
punição;4;1;1;0
proteção;1;0;1;2
protestar;6;0;0;0
prontidão;0;0;1;5
profissional;0;0;5;1
procuradoria;1;2;3;0
privado;4;0;2;0
primo;0;3;2;0
primeiro_ministro;0;0;0;6
prejuízo;0;4;2;0
preciso;3;0;0;1
posicionar;0;1;0;4
portugal;1;0;2;2
planilha;0;6;0;0
planeta;1;1;0;3
pha;4;1;0;0
pesado;2;0;1;2
perrella;1;2;2;0
permanecer;2;1;1;1
pedra;2;2;0;0
parlamento;2;0;2;1
papa;3;0;1;0
ousar;4;0;0;2
nível;2;0;0;3
noruega;5;0;0;0
norte_coreanas;0;0;0;6
normal;2;0;1;0
necessidade;1;2;2;1
naval;0;0;0;6
mp;1;5;0;0
movimentar;0;4;0;1
moscou;0;0;0;6
mortal;0;0;1;5
moeda;2;3;0;0
modo;1;2;1;2
miúdo;0;6;0;0
mensal;0;5;0;1
menor;2;2;1;0
marqueteiro;0;0;6;0
marca;1;4;0;1
manipular;1;3;0;2
lima;0;3;3;0
liberar;1;4;1;0
levantar;2;3;0;0
justificar;3;0;2;1
jogo;2;2;0;2
intervenção;5;0;0;0
interno;3;2;0;0
integrante;0;2;3;0
independente;5;0;1;0
incomodar;4;1;0;1
importância;3;1;0;2
hélio;6;0;0;0
hwasong_12;0;0;0;5
habitante;2;1;0;2
habeas;0;0;5;0
gópi;2;1;0;0
grosso;1;3;2;0
gravar;3;2;0;0
gastar;5;0;1;0
fundamental;2;1;1;2
funcionar;2;2;2;0
fuga;0;1;5;0
friedman;0;0;0;6
fox;0;0;0;6
fortuna;2;2;0;2
