chegar;26;58;34;83;35;43
último;32;52;31;37;41;83
fato;105;59;45;40;24;21
empresário;19;216;17;17;10;2
meio;42;67;70;20;24;37
grande;17;41;82;44;34;56
deixar;33;32;53;49;51;51
jbs;4;258;3;5;8;0
pedido;112;86;8;6;18;0
maior;15;47;49;29;17;44
reforma;5;6;27;12;183;4
ataque;3;3;9;9;7;260
nacional;10;38;40;18;66;28
direito;39;11;121;38;30;19
vir;27;56;48;58;30;34
pagar;11;172;11;20;7;7
nota;45;99;5;4;14;10
casa;9;52;25;47;65;33
mundo;5;20;47;45;14;109
precisar;12;22;86;75;43;24
defender;46;26;42;22;66;36
semana;19;37;19;19;56;71
denúncia;71;80;7;10;25;2
campanha;20;148;18;26;33;9
mês;77;36;9;43;31;28
informar;22;77;9;12;17;74
forma;36;40;89;23;23;35
recurso;102;67;13;17;18;6
sul;2;16;5;3;3;195
valor;15;156;16;13;9;4
rio;39;25;26;30;49;1
levar;45;33;35;39;23;43
bem;26;34;62;53;22;26
informação;40;110;17;15;7;12
cunha;22;174;2;11;13;0
sírio;0;0;2;2;0;219
próprio;52;55;40;22;31;31
prova;112;78;10;7;3;14
apresentar;84;45;15;12;34;11
projeto;12;20;25;14;131;9
coisa;12;20;33;140;19;12
crise;5;10;97;23;27;38
pf;19;91;6;13;0;0
preso;65;89;6;14;11;0
china;0;5;10;4;1;204
pagamento;13;187;2;5;3;0
força;13;9;34;26;24;112
tempo;17;27;63;65;26;32
acontecer;14;13;26;86;40;46
continuar;14;30;51;35;21;66
medida;25;25;26;16;53;36
econômico;12;27;59;23;29;31
conversa;4;109;18;22;15;23
relator;89;11;2;4;36;0
kim;0;0;1;0;0;249
condenar;159;24;7;5;9;22
autoridade;33;58;21;11;36;31
social;5;13;80;61;25;5
situação;8;19;94;34;23;37
conseguir;11;44;36;57;30;35
eleição;16;18;29;22;139;7
batista;3;208;2;8;5;1
passado;16;32;22;22;30;33
pouco;8;18;46;68;19;34
pmdb;16;96;5;15;68;0
gente;1;17;27;130;20;3
cargo;35;30;30;23;50;6
realizar;20;27;15;8;11;100
manter;48;50;20;19;23;29
líder;8;11;25;15;55;106
eduardo;24;152;9;8;11;0
rodrigo;1;32;2;8;73;0
base;22;17;21;11;41;96
eleitoral;60;63;24;13;43;5
senado;9;13;10;4;141;1
arma;2;1;10;11;3;173
achar;9;12;56;83;38;10
voto;55;16;15;13;77;0
marcelo;24;150;6;14;3;0
declarar;13;63;20;16;21;63
começar;28;20;38;44;24;27
tomar;25;11;65;16;23;36
divulgar;15;43;10;15;16;39
parlamentar;15;29;5;18;98;0
apartamento;12;22;3;3;3;0
ocorrer;40;42;19;21;13;37
dono;4;145;5;9;4;0
julgamento;118;8;22;10;13;0
petista;56;38;24;26;37;1
tribunal;162;18;8;2;5;1
questão;19;25;34;40;34;39
executivo;11;118;12;1;29;5
colocar;10;26;49;30;37;38
candidato;5;24;13;20;125;4
final;42;39;23;16;29;17
bom;5;11;45;70;24;14
sistema;12;24;42;21;18;41
filho;24;52;6;70;21;6
responder;33;34;11;25;16;44
possível;23;27;25;20;30;52
congresso;6;8;20;6;136;9
próximo;20;17;19;19;58;30
fachin;12;17;1;0;0;0
considerar;41;19;27;10;18;29
documento;49;65;11;6;12;2
delator;28;139;2;2;2;0
janot;7;27;4;5;2;0
guerra;2;6;21;15;4;143
proposta;11;6;12;11;108;10
petrobras;25;128;3;4;2;0
aprovar;6;22;6;7;133;12
problema;7;7;59;57;11;32
acabar;17;15;39;48;21;41
procurador;46;79;12;6;2;0
mpf;60;74;1;4;2;0
presidência;17;37;19;11;61;7
usar;14;36;25;30;14;48
apoio;12;37;25;18;39;41
joão;33;82;7;13;22;0
voltar;18;12;28;28;38;23
reunião;6;40;16;10;23;49
sair;9;29;23;57;31;10
negar;55;54;5;4;13;15
pena;123;16;9;6;9;2
mostrar;11;31;49;20;16;35
principal;16;24;17;14;36;35
mandato;27;18;22;8;31;1
investigar;16;52;3;4;8;2
instância;129;4;5;2;8;2
hora;14;12;17;39;12;43
região;52;7;14;22;5;40
josé;31;72;11;12;19;0
entrar;20;19;29;23;24;33
ato;42;12;24;8;10;9
psdb;15;38;6;7;93;0
palocci;12;132;3;3;3;0
ex_ministro;16;133;4;4;9;1
entrevista;6;37;22;27;43;19
acusação;58;58;11;5;7;8
rússia;1;0;6;3;1;158
confirmar;26;62;10;8;10;29
teste;1;0;0;2;2;166
citar;29;59;16;18;15;13
cidade;11;12;18;21;10;24
responsável;50;51;13;9;10;14
ameaça;8;9;13;6;7;125
acusar;53;49;5;5;8;13
trabalhar;7;13;35;43;10;20
sociedade;10;3;112;25;11;1
regime;19;2;9;7;8;115
brasília;15;30;4;12;22;8
época;13;73;25;18;10;4
neve;0;70;3;3;6;0
internacional;6;15;30;8;9;80
existir;10;21;39;28;21;13
votar;30;6;5;9;90;4
claro;10;21;43;40;24;23
importante;7;4;52;29;18;25
g1;15;31;12;45;16;1
esperar;14;12;30;42;25;33
encontrar;3;46;16;43;8;20
decidir;51;17;9;11;22;14
janeiro;30;14;15;12;29;11
criminoso;60;50;7;8;4;1
criar;5;25;46;13;15;20
exemplo;8;21;27;24;34;15
condenação;124;10;7;8;10;5
programa;2;14;9;19;16;78
partir;17;53;24;10;7;19
melhor;10;9;56;37;20;21
assunto;6;40;28;16;23;14
cercar;9;44;7;8;6;32
tratar;24;53;12;17;22;18
premiar;12;135;1;2;2;0
ordem;29;7;38;7;12;35
família;10;22;7;37;12;1
parecer;16;7;44;23;33;33
número;6;23;24;17;18;13
maia;5;8;3;2;136;0
atual;9;30;25;11;48;20
área;4;20;25;22;10;19
ponto;16;20;53;15;20;11
foro;12;0;14;7;34;1
serviço;8;33;22;13;8;18
enviar;15;35;7;6;16;44
contrato;5;90;2;3;2;0
vídeo;12;53;7;36;14;10
participar;18;24;12;8;32;20
oas;19;16;1;2;0;0
ler;20;49;9;25;7;7
lado;7;14;39;30;16;37
conselho;22;24;6;7;22;51
acreditar;10;8;49;19;27;37
questionar;18;37;14;10;32;18
banco;6;50;3;5;8;8
tipo;9;14;30;21;8;43
declaração;33;20;13;10;13;37
rede;8;15;25;51;16;11
local;7;13;12;23;11;28
envolver;34;51;12;9;10;11
vida;8;6;42;50;8;13
supremo;20;7;8;8;14;5
encontro;10;46;14;12;9;31
seguir;14;19;29;8;14;30
entender;20;19;28;38;23;14
anunciar;9;13;9;8;28;54
único;16;16;21;25;10;25
instituto;11;34;7;3;4;8
impeachment;11;31;18;17;49;0
atuar;12;53;14;8;7;8
inquérito;8;25;3;3;2;0
civil;13;20;14;13;20;25
chamar;12;30;6;44;20;17
carne;0;67;5;1;0;0
início;19;20;17;11;19;22
governador;7;30;7;7;66;4
empreiteiro;7;101;1;3;1;0
cumprir;33;18;18;5;17;8
população;3;2;43;25;19;8
pgr;10;68;0;5;1;0
mandar;20;24;8;19;11;4
discurso;8;4;25;31;53;17
mudança;6;2;37;14;46;21
geral;6;38;15;9;19;9
entregar;7;95;1;8;7;3
movimento;2;4;29;23;19;10
triplex;47;0;1;0;2;0
réu;71;29;1;2;2;0
pyongyang;0;0;1;0;0;150
organização;33;25;16;4;3;16
mulher;7;13;15;52;12;3
intervenção;2;4;28;23;51;7
imóvel;9;12;1;1;0;0
rousseff;18;75;5;10;14;0
interesse;11;33;25;6;15;27
homem;11;6;19;39;11;15
tornar;14;17;34;20;11;18
planalto;7;24;7;9;59;0
longo;10;22;23;21;8;39
história;10;16;43;36;5;10
prestar;21;66;10;6;4;3
oficial;7;40;10;7;8;35
necessário;10;11;34;15;27;25
corte;45;7;6;3;6;1
atingir;6;18;8;9;5;78
senhor;6;19;17;37;21;2
objectivo;24;26;25;3;10;33
explicar;12;34;22;19;7;8
chefe;6;45;10;8;12;24
perder;8;9;28;26;16;16
donald;0;0;1;4;2;132
conta;21;68;7;5;14;0
setor;4;41;19;11;7;6
povo;4;1;23;53;28;12
apontar;21;48;9;6;14;8
diverso;14;36;13;9;11;18
publicar;10;20;10;32;11;17
previdência;0;5;3;4;113;0
lavagem;102;17;0;0;1;0
imprensa;14;26;14;9;6;14
diretor;6;56;10;12;8;6
comprar;2;59;2;18;2;4
policial;12;13;24;10;7;0
jornal;5;42;21;15;6;21
constituição;12;2;42;2;49;10
prever;35;10;13;4;27;9
silva;7;45;10;4;14;0
renan;1;6;5;5;62;0
assumir;4;13;27;9;24;8
alvo;12;33;2;4;12;27
ajudar;7;17;23;22;17;18
texto;21;16;11;12;45;2
relatar;9;72;2;7;5;6
penal;74;8;9;4;2;0
favor;22;33;11;9;24;3
caixa;4;76;5;11;8;0
violência;1;0;56;21;12;0
investigado;19;49;2;1;3;0
destacar;21;18;28;7;7;18
permitir;24;13;29;8;26;14
palácio;2;43;7;3;33;1
esquema;21;81;1;2;4;1
pensar;4;5;38;39;21;10
morte;2;4;9;14;2;14
lançar;1;3;2;7;14;92
exterior;3;45;6;10;7;37
evitar;20;23;15;8;16;26
possibilidade;30;7;15;7;28;18
norte_coreano;0;0;0;0;0;128
chamado;9;32;12;14;11;11
superior;83;13;9;5;2;1
mundial;0;1;24;8;7;45
incluir;9;18;8;6;13;42
russo;0;0;5;2;2;107
economia;2;2;23;10;11;19
risco;9;2;22;11;3;24
mudar;9;9;41;16;15;13
luiz;18;21;3;5;10;0
lembrar;11;23;14;25;10;9
indicar;8;37;3;11;13;11
comissão;10;20;5;4;60;1
cidadão;5;6;42;22;8;9
autorizar;8;26;4;5;6;11
usado;8;34;12;7;7;22
noite;9;10;6;18;20;20
marco;4;13;8;12;25;3
revelar;10;61;7;4;5;14
período;15;22;23;2;8;4
lourar;0;42;0;1;0;0
união;10;10;12;4;14;19
suposto;17;44;3;4;4;12
mendes;40;4;3;5;7;0
instituição;2;7;61;5;10;8
frente;4;6;17;21;14;11
viver;0;4;44;30;8;8
condição;14;11;33;14;20;8
tse;64;30;4;6;3;0
jong_un;0;0;0;0;0;119
diálogo;3;23;15;13;7;36
agência;2;4;7;5;2;63
procurar;2;32;21;15;7;6
posição;10;5;30;9;24;24
plano;4;7;9;22;18;26
mercado;0;20;12;17;9;3
garantir;12;18;20;12;10;13
ganhar;6;11;14;28;23;15
capital;9;9;4;7;4;16
junto;10;36;10;12;6;3
japão;0;0;2;1;2;102
demonstrar;20;16;24;5;8;24
acompanhar;17;16;10;10;7;11
total;8;37;6;3;4;14
prático;33;19;19;6;6;8
notícia;5;11;13;19;7;36
imagem;10;13;18;14;10;32
gravação;21;63;5;2;0;0
fossar;13;28;25;8;7;12
comando;6;8;8;7;10;33
analisar;44;6;6;9;18;10
votação;2;4;4;0;95;1
turma;48;3;3;8;4;0
roberto;21;18;2;6;15;0
razão;31;9;18;19;9;8
maneira;2;11;19;32;16;24
fernando;9;42;7;5;26;0
curitiba;62;24;2;3;1;0
compra;8;50;3;1;2;2
rocha;0;33;1;3;2;0
ouvir;7;26;11;17;10;2
manifestar;20;16;14;4;11;9
lançamento;1;1;5;1;1;100
centro;2;8;16;7;15;18
causa;11;12;26;13;11;7
aéreo;0;4;2;5;1;71
alto;7;13;15;9;6;17
valer;14;11;12;10;18;10
santo;21;43;8;9;4;0
rua;0;5;21;28;14;1
reportagem;7;46;9;6;7;2
químico;1;5;0;0;0;94
privilegiado;9;9;7;5;20;0
prefeito;3;9;10;19;33;0
fase;27;32;6;6;3;8
exercício;10;0;9;5;5;61
balístico;0;0;0;0;0;111
aliado;2;9;7;7;21;55
julgar;60;0;14;4;9;0
certo;4;6;33;31;6;19
resposta;5;11;14;17;4;44
palavra;19;19;20;16;6;12
ideia;4;1;54;10;11;10
fiscal;1;59;6;4;14;0
financeiro;1;42;9;7;4;4
quinta_feira;19;13;2;4;19;11
negociação;3;26;6;3;13;35
lugar;4;5;19;28;7;9
exército;1;3;13;9;6;57
edson;4;3;0;0;1;0
determinar;45;10;4;1;10;8
passivo;63;8;0;1;2;0
assinar;14;19;9;4;29;5
sexta_feira;6;18;3;4;8;25
representar;14;10;10;15;7;23
obra;2;40;6;12;5;0
manhã;10;6;1;6;16;21
cometer;20;12;11;11;10;6
avaliar;3;10;12;7;39;12
abrir;14;24;24;11;5;6
água;0;3;8;23;1;21
unidade;6;18;10;2;7;14
estatal;7;21;5;6;5;28
discutir;13;12;12;6;36;9
uscifrão;3;38;1;2;0;7
sentença;80;7;1;2;0;0
resultado;7;5;33;8;18;8
mão;8;8;20;24;12;12
março;14;28;1;3;7;9
denunciar;26;23;4;6;2;6
plenário;9;1;0;8;52;0
jornalista;7;11;7;25;12;7
terça_feira;14;13;1;2;17;24
sofrer;8;9;22;26;9;11
judiciário;24;2;31;8;17;0
irmão;2;65;3;2;3;0
diferente;6;5;40;11;8;10
cair;7;9;4;22;10;26
atacar;9;4;6;10;9;55
professor;6;2;30;13;7;11
preciso;6;10;43;20;14;3
futuro;8;3;31;15;22;9
democracia;5;0;60;7;7;7
alegar;34;18;4;4;5;21
tentativa;14;14;17;4;9;22
paraná;26;30;4;5;4;0
íntegro;24;24;4;1;5;2
sentido;12;8;29;9;10;10
segunda_feira;15;23;4;2;18;19
quarta_feira;19;6;1;4;17;11
mensagem;3;24;10;21;13;18
gilmar;38;2;5;6;6;0
forte;4;4;27;9;13;17
central;3;5;8;7;10;5
órgão;17;23;24;3;4;2
uso;7;12;10;8;4;23
real;7;27;6;8;2;22
henrique;6;33;0;3;43;0
funaro;1;81;0;1;2;0
doação;3;73;3;2;6;0
acesso;14;29;11;8;5;3
abril;9;12;3;6;12;33
setembro;16;15;2;3;7;20
ressaltar;13;27;7;5;8;14
negócio;1;31;2;10;13;5
atividade;5;18;15;5;7;21
acrescentar;10;18;11;11;10;29
reunir;5;6;11;4;15;14
regra;14;3;13;3;32;4
prazo;28;6;11;8;7;3
listar;4;20;4;6;7;6
imposto;13;15;4;7;4;5
funcionário;3;29;3;10;4;13
busca;6;20;4;6;4;10
avião;0;6;5;13;1;29
amigo;6;16;3;43;5;1
secretário;3;16;3;5;10;43
resolver;2;18;11;15;8;29
produto;6;15;1;5;0;3
onu;0;1;4;0;1;85
aumentar;14;6;12;6;7;29
fundo;2;20;8;7;8;5
liberdade;31;4;30;6;1;1
fazenda;0;39;4;1;30;0
europeu;0;1;10;2;0;16
especialista;1;0;14;4;6;57
especial;5;11;10;6;18;8
desenvolvimento;0;9;12;6;2;19
seguinte;2;15;13;13;17;8
saúde;1;3;13;35;3;1
ricardo;11;45;0;3;6;0
retirar;4;14;9;8;21;12
respeito;11;14;32;16;9;3
referir;4;30;6;12;5;11
manifestação;12;4;15;9;15;1
ilícito;20;42;4;6;1;0
grave;18;8;25;13;7;6
branco;7;4;15;13;4;33
análise;25;10;7;5;19;7
volta;6;5;11;16;7;8
troca;5;36;3;5;5;14
tirar;0;6;10;39;10;5
tema;4;5;16;8;34;9
médico;4;2;9;30;2;1
membro;20;6;18;3;15;16
impedir;12;8;14;5;17;13
globo;5;45;1;7;5;1
gestão;3;6;21;13;14;5
conversar;4;23;7;18;9;14
carlos;13;39;2;1;14;0
bndes;3;41;0;0;2;0
agricultura;1;46;1;1;2;0
falta;17;4;15;11;9;4
ex_deputado;12;53;0;2;3;0
coréia;0;0;0;1;0;85
bolsonaro;4;3;7;11;57;0
responsabilidade;9;4;34;3;15;8
obter;11;44;5;2;2;9
negociar;3;36;3;13;8;13
trazer;8;14;24;14;8;9
desembargador;75;1;1;4;0;0
conhecer;10;26;7;25;2;5
benefício;22;34;5;2;3;2
apoiar;3;5;7;8;22;32
tv;4;25;2;13;11;13
pretender;16;3;17;14;14;14
conjunto;6;13;9;2;8;31
buscar;8;14;19;10;6;16
assessoria;11;27;3;6;7;1
presidencial;5;13;6;10;41;9
função;19;8;11;2;25;0
chinês;0;0;4;1;0;74
aparecer;4;27;11;15;13;4
sr;4;11;21;14;17;3
neto;37;11;5;4;16;2
f;2;60;2;1;2;10
estratégia;4;13;19;4;17;18
contrário;8;4;17;9;30;3
comentar;6;21;7;10;19;10
cara;3;2;3;43;13;4
aceitar;14;10;14;8;9;18
vítima;9;2;20;8;2;14
sanção;2;1;0;1;2;76
registrar;6;19;4;3;5;3
recorrer;56;4;2;6;1;5
difícil;0;5;18;22;9;18
vender;0;13;13;12;6;4
solicitar;11;34;5;3;2;1
sede;14;14;4;3;5;5
procurador_geral;3;9;0;0;3;0
criticar;18;1;4;4;27;20
administração;17;13;20;4;5;13
tarde;4;9;4;2;17;10
solução;2;6;29;10;9;18
pesquisa;1;2;12;5;25;2
fechar;2;40;4;4;3;5
domingo;1;16;1;6;7;27
direto;5;11;7;5;14;19
contato;7;38;8;7;2;0
campo;3;6;21;7;9;3
trecho;9;44;2;4;5;0
santana;6;68;0;0;0;0
quarto;7;11;3;4;21;14
morto;3;2;6;10;4;25
magistrado;47;7;9;1;3;0
jurídico;28;8;22;3;6;0
investimento;1;18;5;4;4;5
fonte;9;11;11;7;0;16
exigir;7;10;20;4;7;17
dúvida;10;10;24;1;7;17
costa;0;22;11;3;13;13
agente;18;18;7;3;2;5
washington;0;0;4;1;0;76
vista;7;6;24;12;6;2
trabalhador;0;1;7;5;5;0
quinto;11;13;5;3;16;22
pinheiro;8;8;0;3;1;0
pai;3;14;4;36;6;7
mouro;10;58;1;0;2;0
legislativo;3;5;11;6;38;0
combate;2;4;19;4;9;22
caminho;2;7;22;9;7;21
alcance;0;1;3;1;3;63
agir;10;6;11;22;6;12
privado;3;20;12;10;3;0
porto;20;10;6;3;2;7
opinião;11;4;29;6;14;7
luta;4;1;40;13;2;14
destruir;1;3;8;9;1;37
cármen;5;2;6;5;2;0
caber;31;2;6;3;16;2
abuso;27;7;3;5;28;3
trf_4;73;2;1;0;3;0
sigilo;5;27;5;0;1;3
saída;1;4;10;6;22;16
reconhecer;12;19;9;15;12;2
nação;2;1;15;5;2;47
frigorífico;0;67;1;2;0;0
referência;4;13;1;6;2;18
perguntar;2;37;11;18;7;1
maio;9;16;5;7;12;8
lúcia;5;5;4;5;2;0
equipa;6;9;8;12;12;12
enfrentar;2;0;28;10;7;17
dado;4;17;8;8;2;3
conhecido;3;18;4;18;10;9
atender;8;13;8;9;5;3
aberto;7;12;6;6;11;12
território;1;1;4;0;1;65
marcar;26;9;11;11;7;5
ilegal;15;28;4;5;1;9
crítica;6;5;9;8;26;10
capaz;3;1;13;11;5;45
capacidade;1;5;14;5;5;35
afastado;8;24;4;3;5;1
termo;10;20;20;2;4;7
sp;19;13;1;8;9;0
necessidade;8;5;14;10;9;8
morrer;0;4;4;27;2;11
fevereiro;8;14;4;0;12;8
eventual;24;4;5;2;18;3
estudo;0;1;10;8;0;20
conflito;2;0;4;4;1;60
beneficiar;9;36;5;7;8;3
revista;2;25;5;9;4;0
popular;0;0;19;7;18;7
pergunta;11;7;6;18;9;4
participação;12;24;4;3;4;7
ocupar;5;8;5;10;11;2
marisa;8;1;0;1;0;0
tucano;2;30;1;5;22;0
servir;3;1;20;13;1;13
secretaria;5;5;0;1;13;0
saud;1;57;1;1;2;0
prédio;0;2;2;2;2;0
oposição;2;2;8;1;45;9
oferecer;5;19;8;6;3;5
escrever;16;11;22;9;1;7
definir;12;9;16;6;17;2
construir;2;8;15;6;8;12
bbc;0;2;13;12;21;20
teori;4;1;2;9;0;0
ocasião;14;25;3;3;6;9
intenção;3;7;13;4;12;10
funcionar;2;25;15;4;4;7
esquerdo;2;0;45;11;2;0
agosto;8;12;3;2;4;13
mínimo;5;6;10;6;15;3
minuto;4;20;0;22;2;19
abertura;7;9;2;4;4;7
médio;1;2;8;9;6;15
dito;7;18;6;15;14;8
disputa;1;7;7;7;30;9
dirceu;20;28;0;12;5;0
candidatura;7;2;4;3;50;0
cadeia;24;15;5;4;6;4
antonio;6;44;3;2;7;2
ajuda;0;23;3;10;5;21
venda;1;14;2;2;3;2
praticar;25;17;10;7;1;2
legal;15;8;25;4;3;2
homicídio;1;4;3;3;1;3
devido;13;13;20;4;2;8
conhecimento;7;36;7;2;1;2
apurar;10;22;3;2;4;1
aeroporto;1;10;4;7;0;0
reforçar;12;7;7;0;4;24
prometer;2;12;3;7;3;34
olhar;2;9;7;41;5;2
linha;3;8;7;7;9;19
interno;2;8;9;2;12;2
fechado;18;16;6;5;3;3
dezembro;9;12;8;0;15;5
destinar;6;29;4;1;5;6
consequência;13;3;15;8;5;21
bancada;1;6;1;3;50;0
aprovação;2;11;5;2;28;3
agenda;2;4;13;8;25;4
terceiro;13;10;3;8;5;10
protesto;1;0;1;3;13;4
papel;6;10;25;7;9;9
lima;4;52;0;3;0;0
ligar;1;17;5;21;6;4
controlo;6;8;13;4;4;10
comunicado;1;9;2;3;3;42
citado;7;34;3;5;3;3
armado;2;2;8;6;14;22
ameaçar;2;5;6;5;4;44
zona;2;6;1;4;4;12
utilizar;6;14;12;3;1;13
série;2;10;7;7;10;13
significar;2;3;30;2;7;14
relatório;11;6;2;2;27;4
pessoal;6;14;12;14;3;1
gravar;3;44;1;6;0;0
gerar;2;7;13;10;11;2
financiamento;2;13;3;3;2;1
espécie;4;29;15;7;1;2
departamento;3;31;3;1;0;17
atuação;8;15;13;2;2;3
ética;20;7;16;2;12;1
sugerir;10;16;7;4;3;9
procuradoria;7;30;0;2;1;0
península;0;0;2;0;0;66
menor;3;7;7;6;4;6
mal;1;0;16;29;8;5
livre;6;5;25;10;2;6
junho;12;15;2;2;3;7
influência;9;21;5;7;3;10
cúpula;2;7;17;2;10;18
cabral;28;27;0;3;1;0
assad;1;2;1;0;0;60
presente;9;10;7;13;3;7
motivo;11;13;8;11;5;10
integrante;7;10;3;2;17;1
humano;1;1;46;6;0;6
garantia;6;3;15;2;10;9
estadual;12;7;5;3;13;0
estabelecer;10;5;6;2;18;5
escolher;4;7;8;19;11;2
delegado;9;4;3;2;2;0
baixo;1;4;3;7;7;8
vereador;0;5;4;5;39;0
suficiente;13;2;16;8;2;13
reduzir;1;3;10;6;7;11
preventivo;36;0;1;1;1;15
preocupação;3;9;11;9;4;11
pacífico;1;0;7;1;0;57
geddel;2;43;0;3;1;0
concordar;7;10;7;3;4;24
concluir;19;10;4;5;6;6
companhia;1;8;4;2;0;1
chapa;45;13;0;1;5;0
calheiros;0;6;1;0;33;0
bomba;1;6;3;3;2;43
vaccari;24;19;0;2;0;0
stj;50;2;0;1;0;0
servidor;6;12;5;2;17;0
representante;5;16;7;3;3;11
outubro;11;12;4;1;19;5
opção;2;1;4;2;2;38
gabinete;0;11;5;5;5;2
falso;4;21;12;3;1;9
discussão;2;1;11;9;23;4
depender;5;5;10;10;13;4
classe;0;0;33;4;1;6
anterior;12;2;11;5;7;11
tensão;0;0;5;0;0;57
registro;13;6;6;3;7;0
provocar;3;1;7;6;7;26
pequeno;3;6;7;10;3;5
pegar;5;15;3;26;4;0
navio;2;3;5;8;0;35
manifestante;0;0;0;2;10;2
investigador;3;47;0;3;0;0
esclarecer;13;14;9;8;2;1
crédito;0;23;2;4;4;1
artigo;26;1;5;9;8;4
antigo;4;7;3;8;7;8
vantagem;4;37;4;4;2;2
twitter;3;0;13;5;7;29
salário;0;8;2;2;6;0
pronto;2;5;5;7;6;30
preparar;4;4;10;3;7;31
peemedebista;1;25;1;6;11;0
obstrução;17;11;0;0;0;0
livro;2;0;28;23;0;3
desenvolver;1;3;10;5;2;35
democrático;4;0;32;1;10;8
conduzir;9;3;5;3;4;12
audiência;28;8;3;7;5;2
tratado;3;5;15;4;6;21
rápido;2;6;10;10;2;20
km;1;1;0;2;1;33
judicial;25;18;3;2;0;0
foto;3;9;2;23;5;10
eleger;8;13;10;9;18;1
comandar;3;24;3;7;14;4
apresentado;23;11;2;2;3;0
admitir;12;8;10;7;5;10
visita;8;5;0;4;1;21
sérgio;14;27;5;2;0;0
sábado;7;0;1;2;5;13
permanecer;9;13;4;3;8;4
mp;6;26;2;4;11;0
detalhe;3;32;3;9;3;4
data;22;4;8;0;8;8
cultura;1;0;15;17;2;0
confiança;2;13;15;1;6;7
conceder;10;8;10;3;3;1
associação;9;3;2;1;3;2
tender;6;6;17;8;6;6
soltar;9;10;1;8;5;1
sindicato;3;2;2;4;2;0
provisório;10;14;3;2;15;0
oliveira;10;10;0;1;29;0
meirelles;1;1;2;1;46;0
envolvido;7;17;8;6;0;0
efeito;5;1;23;1;10;9
dificuldade;1;2;22;12;4;2
criminal;37;2;8;3;3;0
controlar;1;22;5;4;1;15
comum;11;2;22;4;10;4
aumento;5;2;4;3;5;9
atenção;3;4;4;27;6;7
aguardar;14;7;8;5;4;6
vice_presidente;4;14;6;2;10;15
possuir;2;5;7;4;2;18
mina;0;12;5;7;10;2
maria;5;16;3;4;5;1
julho;9;6;3;4;7;17
gostar;2;6;1;27;3;6
global;0;5;19;1;0;18
debate;7;0;25;6;13;1
comércio;0;3;6;4;3;14
carta;4;13;16;3;4;8
argumento;24;3;4;14;4;2
argumentar;19;4;7;3;4;7
alckmin;0;9;6;5;36;0
pauta;3;1;2;4;34;0
novembro;10;14;1;2;5;6
guarujá;24;0;0;0;0;0
emprego;2;1;7;13;3;3
duque;3;39;1;2;0;0
comunicação;2;13;8;0;3;15
colaboração;10;38;2;2;0;1
brf;0;28;0;0;0;0
